Latitude,Longitude,Tenure Months,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn Label_Yes,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_No churn,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction,Monthly*Tenure,Total_Services
34.078821,-118.177576,-0.6258743270587842,-0.0020502613505026797,-0.5248013345127212,1,74,3022,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1099.9,3
34.110845,-118.259595,-1.114484000394952,0.16411764073914742,-0.8674535849990568,1,66,2454,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,348.5,2
34.137412,-118.207607,0.06632271016745371,1.3821283630562824,0.5594621607617101,1,65,2941,True,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3615.8999999999996,7
34.11572,-118.192754,-0.8701791637268682,1.0996429295038772,-0.5193715191545892,1,70,5674,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1076.35,6
33.987945,-118.370442,-1.2366364187289942,0.5280253463154813,-0.9437137966346076,1,90,5586,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,161.3,3
33.92128,-118.274186,-0.7073092726148122,1.1411849050262897,-0.3776665817594414,1,82,2966,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1486.5,6
34.044271,-118.185237,-0.9923315820609102,0.5280253463154813,-0.7277793102581697,1,69,5302,False,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,645.2,4
34.108833,-118.229715,-0.5851568542807702,1.0198823365008454,-0.23368818508832787,1,81,3179,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1718.1000000000001,5
34.063947,-118.383001,-0.9516141092828962,0.984987077062019,-0.6289169403838913,1,96,5571,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,849.6,5
33.97803,-118.217141,-1.2773538915070082,0.4848216917721718,-0.9723196531554973,1,87,2483,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,79.35,3
33.923573,-118.200669,-1.0330490548389242,0.3452406540168661,-0.78799287244103,1,70,3457,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,526.0500000000001,3
33.977468,-118.445475,-0.8294616909488542,0.4715282596050001,-0.597971407326571,1,86,5806,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,947.4000000000001,4
33.956445,-118.358634,-1.114484000394952,-1.4526960465931482,-0.9570896832485422,1,66,2604,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,105.25,2
33.936291,-118.332639,-0.3001345448346723,1.121244756775532,0.10267342565383077,1,88,5337,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2462.5,6
34.031529,-118.491156,1.4507167846199296,1.5034309315817271,2.352890443196376,1,86,5034,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7480.0,8
33.867257,-118.330794,0.9213896385057476,1.0630859910441544,1.3053554550598767,1,75,5154,True,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5321.25,6
33.972119,-118.020188,0.1884751285014957,0.39010598758107146,0.25879165341019855,1,67,2793,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2830.5,3
33.976678,-118.065875,-0.9108966365048822,1.1794035225069095,-0.5373605415809204,1,87,5998,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1002.5,6
33.940619,-117.9513,-1.1959189459509803,0.3203154687034186,-0.9060141030098549,1,76,4415,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,223.20000000000002,3
33.989524,-118.089299,-0.21869959927864427,0.4416180372288629,-0.06463551912112574,1,95,4638,False,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2107.35,4
33.391181,-118.421305,-0.3001345448346723,-0.20477510189987586,-0.34400614102305505,1,99,4190,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1465.0,5
33.798266,-118.300237,-1.2773538915070082,-0.9741324885749557,-0.9916992380515939,1,80,2301,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,35.45,1
33.840524,-118.148403,-1.2366364187289942,-0.6783536228553786,-0.971480901189607,1,76,2570,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,88.7,1
33.79499,-118.065591,-1.2773538915070082,0.18904282605259493,-0.9762485439430887,1,76,3964,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,70.45,2
33.736387,-118.284363,-0.9923315820609102,0.21230633234514604,-0.7585261915340951,1,66,2662,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,569.2,5
33.822295,-118.26411,-1.2773538915070082,-0.6351499683120697,-0.9871964643399723,1,73,2600,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,45.65,1
33.783047,-118.1486,-1.0330490548389242,1.0049272253127768,-0.7179791557093463,1,94,2786,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,665.0,5
34.196837,-118.142236,-0.5037219087247422,0.5861841120468587,-0.30440821926497175,1,86,5719,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1648.0,4
34.1528,-118.000482,-1.1552014731729663,0.20399793724066353,-0.8868331698951534,1,75,4287,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,283.6,2
34.168686,-118.057505,1.0435420568397897,-0.6467817214583452,0.16301942235762107,1,100,5444,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2627.3999999999996,3
34.296574,-118.244839,-1.2366364187289942,1.3173228812413191,-0.900164911668778,1,83,4690,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,208.8,7
34.167465,-118.165327,0.8399546929497197,0.9999421882500872,1.1999817212398713,1,80,4328,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5027.049999999999,5
34.139402,-118.128658,-0.7073092726148122,0.321977147724315,-0.5015811485096533,1,99,5717,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1116.75,3
34.159007,-118.087353,-1.0330490548389242,0.38844430856017503,-0.7850351681402591,1,81,4419,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,535.15,3
34.167926,-118.267539,-1.2773538915070082,-1.156917180873571,-0.9941272042686448,1,95,4534,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,29.95,1
34.136306,-118.26036,-0.9923315820609102,0.6559746309245116,-0.7148227996271803,1,86,2152,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,676.0,4
34.162515,-118.203869,-0.7887442181708402,0.48149833373037904,-0.5166124666352133,1,73,5142,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1030.25,4
34.182378,-118.262922,-1.2773538915070082,-1.3280701200259106,-0.9964006635446103,1,94,4851,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,24.8,0
34.224377,-118.632656,-1.0737665276169381,0.8719929036410567,-0.7729394818953149,1,94,2283,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,546.0,5
34.266389,-118.459744,-1.2773538915070082,0.5031001610020337,-0.9720768565337922,1,98,3394,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,79.9,3
34.502432,-118.41459,-0.5444393815027563,1.3904367581607648,-0.1533887205644107,1,71,3764,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2025.3999999999999,7
34.231053,-118.338307,-1.2366364187289942,-0.6235182151657942,-0.9700461938795315,1,76,2667,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,92.0,1
34.364153,-118.615583,-1.1552014731729663,0.17907275192721603,-0.8888859049695691,1,67,2227,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,280.6,2
34.223768,-118.445461,-1.1552014731729663,-0.4889222144731777,-0.9281748128454824,1,82,3394,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,200.2,2
34.17847,-118.459472,-1.2773538915070082,-0.3177692753208379,-0.982980632090366,1,81,3638,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,55.2,2
34.213049,-118.317651,-1.2773538915070082,0.6592979889663044,-0.9700020490392215,1,66,2484,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,84.6,4
34.1692,-118.372498,-1.2366364187289942,-0.344356139655182,-0.9569793211477672,1,81,2556,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,108.8,3
34.207295,-118.400022,-0.8701791637268682,1.0049272253127768,-0.5127939379483971,1,85,5980,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1045.0,5
34.097345,-117.906736,-0.7073092726148122,0.3203154687034186,-0.533100564491004,1,86,4616,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1116.0,3
34.084747,-117.886844,-1.2773538915070082,-0.5387725851000726,-0.9859162639709818,1,77,5687,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,48.55,2
34.079934,-118.046695,-1.2366364187289942,0.18738114703169853,-0.9423894514253072,1,75,5687,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,140.8,2
34.074492,-118.01462,-1.2773538915070082,-0.8162729815897881,-0.9896023581368683,1,65,5828,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40.2,2
34.031441,-117.936436,-1.2366364187289942,-0.6700452277508961,-0.971789915071777,1,99,4884,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,89.2,1
34.038983,-117.991372,-1.1959189459509803,-0.7847010801927548,-0.9489891050516545,1,96,2314,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,123.44999999999999,2
33.976753,-117.897367,-0.7887442181708402,1.4004068322861443,-0.4050805275919607,1,84,2494,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1389.7,7
34.057256,-117.667677,1.0842595296178037,-1.509193133303629,-0.5219319198925703,1,83,5084,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1141.65,2
34.074087,-117.605618,-0.6665917998367983,0.9866487560829155,-0.3402317571765488,1,81,3810,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1511.2,5
34.042286,-117.756106,-1.2773538915070082,-1.3280701200259106,-0.9964006635446103,1,73,5087,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24.8,0
34.067932,-117.785168,-1.2773538915070082,0.19402786311528417,-0.9761823266826236,1,69,3338,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,70.6,2
34.065108,-118.082791,-1.114484000394952,0.6858848533006489,-0.8302836294580244,1,80,3676,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,427.0,5
34.102119,-117.815532,0.7992372201717056,1.3389247085129734,1.4757324662363795,1,65,4839,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5462.599999999999,7
34.061634,-117.893169,-0.5851568542807702,1.0099122623754666,-0.22159249884338372,1,68,4643,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1712.7,5
34.074736,-118.145959,-1.2773538915070082,0.17408771486452634,-0.9764471957244837,1,97,4094,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,70.0,2
32.827184,-116.703729,-0.9923315820609102,0.32363882674521144,-0.7395880550410987,1,80,4345,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,596.0,3
32.67117,-117.00232,-0.9108966365048822,-0.6617368326464136,-0.8151419492316891,1,83,4061,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,448.5,1
32.677097,-116.304991,-0.34085201761268624,0.37681255541389924,-0.2512799039518688,1,98,2018,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1826.3999999999999,3
32.857946,-116.561917,-1.2773538915070082,0.2937286043690742,-0.9748579814733231,1,80,2565,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,73.6,3
32.649787,-116.2237,-1.1552014731729663,1.0198823365008454,-0.8324908714735251,1,85,3677,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,381.8,5
32.830852,-116.444601,-0.015112235388574289,0.3369322589123836,0.009461595339234241,1,69,4105,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2396.8,3
33.200369,-116.192313,-1.114484000394952,0.5263636672945844,-0.8239047000332271,1,69,5715,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,403.0,3
33.098018,-117.258203,0.2291926012795097,0.5163935931692054,0.3428875742007769,1,81,2071,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3051.4,6
32.948262,-117.256086,-0.34085201761268624,0.9434451015396065,-0.022455124204906418,1,73,2212,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2235.6000000000004,5
32.79697,-116.969082,0.8806721657277337,0.5878457910677551,0.9129961143844646,1,83,4149,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4452.3,7
33.079834,-117.134275,-1.2366364187289942,0.18571946801080166,-0.9459651834904182,1,73,2671,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,140.7,2
